position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,min,max
338,Q622E,"Q622E. In your opinion, which of the following poses the most challenging barrier to entry into the workplace for men?",float64,1175,1231,12,"{""1"": ""Lack of available jobs"", ""2"": ""Low wages"", ""3"": ""Lack of legal right/protection"", ""4"": ""Lack of flexibility in working hours"", ""5"": ""Lack of childcare options"", ""6"": ""Lack of means of transportation"", ""7"": ""Lack of skills or relevant education"", ""8"": ""Bias against men in hiring"", ""9"": ""It is considered socially unacceptable"", ""97"": ""None of these are challenges"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
339,Q622C_IRQ_1,Lack of available jobs,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of available jobs""}",,
340,Q622C_IRQ_2,Low wages,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Low wages""}",,
341,Q622C_IRQ_3,Lack of legal right/protection,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of legal right/protection""}",,
342,Q622C_IRQ_4,Lack of flexibility in working hours,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of flexibility in working hours""}",,
343,Q622C_IRQ_5,Lack of childcare options,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of childcare options""}",,
344,Q622C_IRQ_6,Lack of means of transportation,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of means of transportation""}",,
345,Q622C_IRQ_7,Lack of skills or relevant education,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of skills or relevant education""}",,
346,Q622C_IRQ_8,Bias against women in hiring,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Bias against women in hiring""}",,
347,Q622C_IRQ_9,It is considered socially unacceptable,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""It is considered socially unacceptable""}",,
348,Q622C_IRQ_97,None of these are challenges,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""None of these are challenges""}",,
349,Q622C_IRQ_98,Don’t know,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Don’t know""}",,
350,Q622C_IRQ_99,Refused to answer,float64,0,2406,0,"{""0"": ""Other""}",,
351,Q622E_IRQ_1,Lack of available jobs,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of available jobs""}",,
352,Q622E_IRQ_2,Low wages,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Low wages""}",,
353,Q622E_IRQ_3,Lack of legal right/protection,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of legal right/protection""}",,
354,Q622E_IRQ_4,Lack of flexibility in working hours,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of flexibility in working hours""}",,
355,Q622E_IRQ_5,Lack of childcare options,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of childcare options""}",,
356,Q622E_IRQ_6,Lack of means of transportation,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of means of transportation""}",,
357,Q622E_IRQ_7,Lack of skills or relevant education,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Lack of skills or relevant education""}",,
358,Q622E_IRQ_8,Bias against women in hiring,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Bias against women in hiring""}",,
359,Q622E_IRQ_9,It is considered socially unacceptable,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""It is considered socially unacceptable""}",,
360,Q622E_IRQ_97,None of these are challenges,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""None of these are challenges""}",,
361,Q622E_IRQ_98,Don’t know,float64,0,2406,0,"{""0"": ""Other""}",,
362,Q622E_IRQ_99,Refused to answer,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Refused to answer""}",,
363,Q869D,Q869D What do you think the chances are these days that you or anyone in your family will not get a job while an equally or less qualified male employee receives one instead? Is this:,float64,1231,1175,6,"{""1"": ""Very likely"", ""2"": ""Somewhat likely"", ""3"": ""Somewhat unlikely"", ""4"": ""Very unlikely"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
364,Q869E,Q869E What do you think the chances are these days that you or anyone in your family will not get a job while an equally or less qualified female employee receives one instead? Is this:,float64,1175,1231,5,"{""1"": ""Very likely"", ""2"": ""Somewhat likely"", ""3"": ""Somewhat unlikely"", ""4"": ""Very unlikely"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
365,Q626,"Q626. Thinking of childcare options in , which of the following is the biggest problem?",float64,2406,0,6,"{""1"": ""Lack of availability"", ""2"": ""Too expensive"", ""3"": ""Poor quality"", ""4"": ""Socially unacceptable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
366,Q624_5A,Q624_5A. Who should be primarily responsible for deciding how much to spend on food,float64,1231,1175,5,"{""1"": ""Female household head"", ""2"": ""Male household head"", ""3"": ""Household heads equally responsible"", ""4"": ""Others are responsible"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
367,Q624_5B,Q624_5B. Who should be primarily responsible for deciding what types of food to buy,float64,1175,1231,5,"{""1"": ""Female household head"", ""2"": ""Male household head"", ""3"": ""Household heads equally responsible"", ""4"": ""Others are responsible"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
368,Q628_2A,Q628_2A. To pursue higher education,float64,1231,1175,6,"{""1"": ""Men more than women"", ""2"": ""Women more than men"", ""3"": ""Equal"", ""4"": ""Neither"", ""97"": ""Not applicable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
369,Q628_2B,Q628_2B. To choose what to study in higher education,float64,1175,1231,6,"{""1"": ""Men more than women"", ""2"": ""Women more than men"", ""3"": ""Equal"", ""4"": ""Neither"", ""97"": ""Not applicable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
370,Q628_3A,Q628_3A. To get a job,float64,1231,1175,6,"{""1"": ""Men more than women"", ""2"": ""Women more than men"", ""3"": ""Equal"", ""4"": ""Neither"", ""97"": ""Not applicable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
371,Q628_3B,Q628_3B. To choose what type of job they want,float64,1175,1231,6,"{""1"": ""Men more than women"", ""2"": ""Women more than men"", ""3"": ""Equal"", ""4"": ""Neither"", ""97"": ""Not applicable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
372,Q628_4A,Q628_4A. To choose to get married,float64,1231,1175,5,"{""1"": ""Men more than women"", ""2"": ""Women more than men"", ""3"": ""Equal"", ""4"": ""Neither"", ""97"": ""Not applicable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,97.0
373,Q628_4B,Q628_4B. To choose who to marry,float64,1175,1231,6,"{""1"": ""Men more than women"", ""2"": ""Women more than men"", ""3"": ""Equal"", ""4"": ""Neither"", ""97"": ""Not applicable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
374,Q604A_NT_1,Q604A_NT_1. One who does not pray,float64,0,2406,0,"{""1"": ""To a large degree"", ""2"": ""To a moderate degree"", ""3"": ""To a small degree"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
375,Q604A_NT_3,Q604A_NT_3. One who comes from a family with a lower social status,float64,0,2406,0,"{""1"": ""To a large degree"", ""2"": ""To a moderate degree"", ""3"": ""To a small degree"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
376,Q604B_NT_1,Q604B_NT_1. One who does not pray,float64,0,2406,0,"{""1"": ""To a large degree"", ""2"": ""To a moderate degree"", ""3"": ""To a small degree"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
377,Q604B_NT_3,,float64,0,2406,0,"{""1"": ""To a large degree"", ""2"": ""To a moderate degree"", ""3"": ""To a small degree"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
378,Q627_1,Q627_1. In the workplace,float64,2406,0,7,"{""1"": ""Very widespread"", ""2"": ""Fairly widespread"", ""3"": ""Fairly rare"", ""4"": ""Very rare"", ""97"": ""Women do not face harassment"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
379,Q627_2,Q627_2. On the street by strangers,float64,2406,0,7,"{""1"": ""Very widespread"", ""2"": ""Fairly widespread"", ""3"": ""Fairly rare"", ""4"": ""Very rare"", ""97"": ""Women do not face harassment"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
380,Q627_3,Q627_3 In the home by family members,float64,2406,0,7,"{""1"": ""Very widespread"", ""2"": ""Fairly widespread"", ""3"": ""Fairly rare"", ""4"": ""Very rare"", ""97"": ""Women do not face harassment"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
381,Q625,"Q625. In the past 12 months, has abuse of or violence against women in the community increased, stayed the same, decreased, or was it never a problem?",float64,2406,0,6,"{""1"": ""Increased"", ""2"": ""Stayed the same"", ""3"": ""Decreased"", ""4"": ""It was never a problem"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
382,Q629_1,She will not be able to receive assistance,float64,2253,153,2,,0.0,1.0
383,Q629_2,A female member of the family,float64,2253,153,2,,0.0,1.0
384,Q629_3,A male member of the family,float64,2253,153,2,,0.0,1.0
385,Q629_4,The local police,float64,2253,153,2,,0.0,1.0
386,Q629_5,A clinic or hospital,float64,2253,153,2,,0.0,1.0
387,Q629_6,A local organization,float64,2253,153,2,,0.0,1.0
388,Q629_98,Don’t know,float64,2253,153,2,,0.0,1.0
389,Q629_99,Refused to answer,float64,2253,153,2,,0.0,1.0
390,Q631,Q631. To what extent do you believe that having women in political leadership roles advances the women’s rights agenda in?,float64,2406,0,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
391,Q630,"Q630. Regardless of your personal opinion, what percent of other citizens in  do you think agrees that, “In general, men are better at political leadership than women”?",float64,2406,0,7,"{""1"": ""0-20%"", ""2"": ""21-40%"", ""3"": ""41-60%"", ""4"": ""61-80%"", ""5"": ""81-100%"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
392,Q409,"Q409. On average, how often do you use the Internet?",float64,2406,0,7,"{""1"": ""Throughout the day"", ""2"": ""At least once daily"", ""3"": ""Several times a week"", ""4"": ""Once a week"", ""5"": ""Less than once a week"", ""6"": ""Do not use"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
393,Q424,Q424. How many hours on a typical day do you spend on social media platforms?,float64,1603,803,6,"{""1"": ""Not at all"", ""2"": ""Up to 2 hours"", ""3"": ""Up to 5 hours"", ""4"": ""Up to 10 hours"", ""5"": ""10 hours or more"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
394,Q412A_1,Facebook,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Facebook""}",0.0,1.0
395,Q412A_2,Twitter,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Twitter""}",0.0,1.0
396,Q412A_3,Instagram,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Instagram""}",0.0,1.0
397,Q412A_4,YouTube,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use YouTube""}",0.0,1.0
398,Q412A_5,WhatsApp,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use WhatsApp""}",0.0,1.0
399,Q412A_6,Telegram,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Telegram""}",0.0,1.0
400,Q412A_7,Snapchat,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Snapchat""}",0.0,1.0
401,Q412A_8,Viber,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Viber""}",0.0,1.0
402,Q412A_9,Clubhouse,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Clubhouse""}",0.0,1.0
403,Q412A_10,Signal,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Signal""}",0.0,1.0
404,Q412A_11,TikTok,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use TikTok""}",0.0,1.0
405,Q412A_12,Reddit,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use Reddit""}",0.0,1.0
406,Q412A_13,Mastodon,float64,1603,803,1,"{""0"": ""Other"", ""1"": ""Actively use Mastodon""}",0.0,0.0
407,Q412A_14,BeReal,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use BeReal""}",0.0,1.0
408,Q412A_90,Other,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Actively use other social media""}",0.0,1.0
409,Q412A_98,Don’t know,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
410,Q412A_99,Refused to answer,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Refused to answer""}",0.0,1.0
411,Q432_1,Clicking like on or sharing their updates,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Like/share influencer updates""}",0.0,1.0
412,Q432_2,Subscribe to their accounts/channels,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Subscribe to influencer accounts""}",0.0,1.0
413,Q432_3,Comment or ask questions about their posts,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Comment on influencer posts""}",0.0,1.0
414,Q432_4,Try products/services they recommend,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Try endorsements by influencers""}",0.0,1.0
415,Q432_5,"Adopt their political, religious, or cultural views",float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Adopt expressed views of influencers""}",0.0,1.0
416,Q432_97,I do not interact with social media influencers,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Don’t follow influencers""}",0.0,1.0
417,Q432_98,Don’t know,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
418,Q432_99,Refused to answer,float64,1603,803,2,"{""0"": ""Other"", ""1"": ""Decline to answer""}",0.0,1.0
419,Q432B,Q432B. What is the main topic that social media influencers you follow talk about most of the time?,float64,726,1680,11,"{""1"": ""Art and culture"", ""2"": ""Beauty and fashion"", ""3"": ""Education"", ""4"": ""Food and cooking"", ""5"": ""Health and healthcare"", ""6"": ""Politics and reform"", ""7"": ""Religion"", ""8"": ""Sports and recreation"", ""9"": ""Technology"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
420,Q534_1,Q534_1. Using a landline telephone,float64,2406,0,6,"{""1"": ""Very secure"", ""2"": ""Somewhat secure"", ""3"": ""Not very secure"", ""4"": ""Not at all secure"", ""97"": ""Don’t use"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
421,Q534_2,Q534_2. Using a mobile phone (to talk),float64,2406,0,6,"{""1"": ""Very secure"", ""2"": ""Somewhat secure"", ""3"": ""Not very secure"", ""4"": ""Not at all secure"", ""97"": ""Don’t use"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
422,Q534_3,Q534_3. Sending text messages on a mobile phone,float64,2406,0,6,"{""1"": ""Very secure"", ""2"": ""Somewhat secure"", ""3"": ""Not very secure"", ""4"": ""Not at all secure"", ""97"": ""Don’t use"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
423,Q534_4,Q534_4. Using an online chatting or messenger service (like WhatsApp or Facebook Messenger),float64,2406,0,6,"{""1"": ""Very secure"", ""2"": ""Somewhat secure"", ""3"": ""Not very secure"", ""4"": ""Not at all secure"", ""97"": ""Don’t use"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
424,Q534_5,Q534_5. Sending an email,float64,2406,0,7,"{""1"": ""Very secure"", ""2"": ""Somewhat secure"", ""3"": ""Not very secure"", ""4"": ""Not at all secure"", ""97"": ""Don’t use"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
425,Q431_1A,Q431_1A. Your government monitoring your online activity,float64,802,1604,5,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
426,Q431_1B,Q431_1B. A foreign government monitoring your online activity,float64,801,1605,5,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
427,Q431_2,Q431_2. Social media platforms themselves censoring your online activity,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
428,Q421,Q421. What is your primary source of information to follow the breaking news as events unfold?,float64,2406,0,9,"{""1"": ""In-person conversations"", ""2"": ""Telephone conversations"", ""3"": ""Newspapers"", ""4"": ""Radio"", ""5"": ""Television"", ""6"": ""Social media"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
429,Q700B_1,Q700B_1 The United States,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
430,Q700B_2,Q700B_2 Saudi Arabia,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
431,Q700B_8,Q700B_8 Russia,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
432,Q700B_4,Q700B_4 Turkey,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
433,Q700B_3,Q700B_3 Iran,float64,0,2406,0,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
434,Q700B_13,Q700B_13 China,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
435,Q700B_7,Q700B_7 Qatar,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
436,Q700B_5,Q700B_5 France,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
437,Q700B_6,Q700B_6 Israel,float64,1175,1231,6,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
438,Q700B_12,Q700B_12 United Kingdom,float64,0,2406,0,"{""1"": ""Very favorable"", ""2"": ""Somewhat favorable"", ""3"": ""Somewhat unfavorable"", ""4"": ""Very unfavorable"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
439,Q700A_1,Q700A_1 The United States,float64,1231,1175,5,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
440,Q700A_2,Q700A_2 Saudi Arabia,float64,1231,1175,4,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
441,Q700A_8,Q700A_8 Russia,float64,1231,1175,4,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
442,Q700A_4,Q700A_4 Turkey,float64,1231,1175,4,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
443,Q700A_3,Q700A_3 Iran,float64,0,2406,0,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
444,Q700A_13,Q700A_13 China,float64,1231,1175,5,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
445,Q700A_7,Q700A_7 Qatar,float64,1231,1175,4,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
446,Q700A_5,Q700A_5 France,float64,1231,1175,5,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
447,Q700A_12,Q700A_12 United Kingdom,float64,0,2406,0,"{""1"": ""Become stronger"", ""2"": ""Remain the same"", ""3"": ""Become weaker"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
448,Q730B,Q730B To which of the following areas would you most prefer foreign aid to  be dedicated?,float64,2406,0,11,"{""1"": ""Women’s rights"", ""2"": ""Environment, climate change"", ""3"": ""Civil society dvlpt"", ""4"": ""Building infrastructure"", ""5"": ""Education"", ""6"": ""Protecting rights"", ""7"": ""Economic development"", ""90"": ""Other"", ""97"": ""Do not want foreign aid"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
449,Q729_3,Q729_3 Strengthens education initiatives,float64,1231,1175,5,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
450,Q729_5,Q729_5 Advances women’s rights,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
451,Q729_6,Q729_6 Strengthens civil society,float64,1231,1175,5,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
452,Q729B_3,Q729B_3 Strengthens education initiatives,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
453,Q729B_5,Q729B_5 Advances women’s rights,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
454,Q729B_6,Q729B_6 Strengthens civil society,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a limited extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
455,Q701H_1,Q701H_1 Which of these do you think is the main motivation of the United States for giving foreign aid to?,float64,2406,0,7,"{""1"": ""Economic development"", ""2"": ""Internal stability"", ""3"": ""Empower CSOs"", ""4"": ""Improve citizens’ lives"", ""5"": ""Gaining influence"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
456,Q701H_2,Q701H_2 Which of these do you think is the main motivation of China for giving foreign aid to?,float64,2406,0,7,"{""1"": ""Economic development"", ""2"": ""Internal stability"", ""3"": ""Empower CSOs"", ""4"": ""Improve citizens’ lives"", ""5"": ""Gaining influence"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
457,Q731_1,Q731_1 Protecting freedoms and rights,float64,1231,1175,6,"{""1"": ""American policy is better"", ""2"": ""Chinese policy is better"", ""3"": ""Equally good"", ""4"": ""Equally bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
458,Q731_2,Q731_2 Promoting economic development,float64,1175,1231,6,"{""1"": ""American policy is better"", ""2"": ""Chinese policy is better"", ""3"": ""Equally good"", ""4"": ""Equally bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
459,Q731_3,Q731_3 Tackling climate change,float64,1231,1175,6,"{""1"": ""American policy is better"", ""2"": ""Chinese policy is better"", ""3"": ""Equally good"", ""4"": ""Equally bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
460,Q731_4,Q731_4 Maintaining regional security,float64,1175,1231,6,"{""1"": ""American policy is better"", ""2"": ""Chinese policy is better"", ""3"": ""Equally good"", ""4"": ""Equally bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
461,Q731_5,Q731_5 Addressing the Israeli-Palestinian conflict,float64,2406,0,6,"{""1"": ""American policy is better"", ""2"": ""Chinese policy is better"", ""3"": ""Equally good"", ""4"": ""Equally bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
462,Q725_1,Q725_1 United States President Joseph Biden,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
463,Q725_2,Q725_2 Russian President Vladimir Putin,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
464,Q725_3,Q725_3 Turkish President Recep Tayyip Erdoğan,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
465,Q725_4,Q725_4 Chinese President Xi Jinping,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
466,Q725_5,Q725_5 Iranian Supreme Leader Ali Khamenei,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
467,Q725_6,Q725_6 Saudi Crown Prince Mohammed bin Salman,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
